ISO3,National Unit,Name,Admin Level,Metric,Units,Year,Value
"PHL","Philippines","Zamboanga del Norte","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Zamboanga del Norte","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BDI","Burundi","Bubanza","admin1","Incidence Rate","Cases per Thousand",2016,182.516204740015
"BDI","Burundi","Bubanza","admin1","Mortality Rate","Deaths per 100 Thousand",2016,89.14920000000001
"KOR","South Korea","Chungcheongnam-do","admin1","Incidence Rate","Cases per Thousand",2016,0
"KOR","South Korea","Chungcheongnam-do","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TGO","Togo","Maritime","admin1","Incidence Rate","Cases per Thousand",2016,244.70947723179302
"TGO","Togo","Maritime","admin1","Mortality Rate","Deaths per 100 Thousand",2016,54.3795
"CHN","China","Heilongjiang","admin1","Incidence Rate","Cases per Thousand",2016,0
"CHN","China","Heilongjiang","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"DZA","Algeria","Illizi","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Illizi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"COG","Congo","Bouenza","admin1","Incidence Rate","Cases per Thousand",2016,185.547134786821
"COG","Congo","Bouenza","admin1","Mortality Rate","Deaths per 100 Thousand",2016,43.6296
"GEO","Georgia","Mtskheta-Mtianeti","admin1","Incidence Rate","Cases per Thousand",2016,0
"GEO","Georgia","Mtskheta-Mtianeti","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SLV","El Salvador","San Miguel","admin1","Incidence Rate","Cases per Thousand",2016,0
"SLV","El Salvador","San Miguel","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CAF","Central African Republic","Haut-Mbomou","admin1","Incidence Rate","Cases per Thousand",2016,353.402105849822
"CAF","Central African Republic","Haut-Mbomou","admin1","Mortality Rate","Deaths per 100 Thousand",2016,82.1457
"DZA","Algeria","Blida","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Blida","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KEN","Kenya","Makueni","admin1","Incidence Rate","Cases per Thousand",2016,30.9630538713016
"KEN","Kenya","Makueni","admin1","Mortality Rate","Deaths per 100 Thousand",2016,3.59
"SOM","Somalia","Shabelle Hoose","admin1","Incidence Rate","Cases per Thousand",2016,65.3841566315525
"SOM","Somalia","Shabelle Hoose","admin1","Mortality Rate","Deaths per 100 Thousand",2016,22.351
"KEN","Kenya","Kiambu","admin1","Incidence Rate","Cases per Thousand",2016,17.4160065622578
"KEN","Kenya","Kiambu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,6.92
"COL","Colombia","Antioquia","admin1","Incidence Rate","Cases per Thousand",2016,1.1413265182029901
"COL","Colombia","Antioquia","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.33
"TCD","Chad","Logone Oriental","admin1","Incidence Rate","Cases per Thousand",2016,256.665274731179
"TCD","Chad","Logone Oriental","admin1","Mortality Rate","Deaths per 100 Thousand",2016,39.3856
"TZA","Tanzania","Mwanza","admin1","Incidence Rate","Cases per Thousand",2016,178.56000192589
"TZA","Tanzania","Mwanza","admin1","Mortality Rate","Deaths per 100 Thousand",2016,35.3892
"SEN","Senegal","Sedhiou","admin1","Incidence Rate","Cases per Thousand",2016,50.554016737263
"SEN","Senegal","Sedhiou","admin1","Mortality Rate","Deaths per 100 Thousand",2016,22.1967
"SOM","Somalia","Gedo","admin1","Incidence Rate","Cases per Thousand",2016,60.754837343114005
"SOM","Somalia","Gedo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,3.59
"BLZ","Belize","Belize","admin1","Incidence Rate","Cases per Thousand",2016,0
"BLZ","Belize","Belize","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MOZ","Mozambique","Tete","admin1","Incidence Rate","Cases per Thousand",2016,257.880940798864
"MOZ","Mozambique","Tete","admin1","Mortality Rate","Deaths per 100 Thousand",2016,68.6343
"TUR","Turkey","K. Maras","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","K. Maras","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NIC","Nicaragua","Boaco","admin1","Incidence Rate","Cases per Thousand",2016,0.00110128327716122
"NIC","Nicaragua","Boaco","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000187
"ARG","Argentina","San Luis","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","San Luis","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TCD","Chad","Wadi Fira","admin1","Incidence Rate","Cases per Thousand",2016,135.07899105052502
"TCD","Chad","Wadi Fira","admin1","Mortality Rate","Deaths per 100 Thousand",2016,34.5171
"KEN","Kenya","Vihiga","admin1","Incidence Rate","Cases per Thousand",2016,158.735995635104
"KEN","Kenya","Vihiga","admin1","Mortality Rate","Deaths per 100 Thousand",2016,21.2247
"TUR","Turkey","Bursa","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Bursa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"VEN","Venezuela","Lara","admin1","Incidence Rate","Cases per Thousand",2016,0
"VEN","Venezuela","Lara","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"LBR","Liberia","Grand Kru","admin1","Incidence Rate","Cases per Thousand",2016,486.724785662699
"LBR","Liberia","Grand Kru","admin1","Mortality Rate","Deaths per 100 Thousand",2016,161.0115
"BRA","Brazil","Sergipe","admin1","Incidence Rate","Cases per Thousand",2016,0.00361398319389468
"BRA","Brazil","Sergipe","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0000772
"MYS","Malaysia","Pahang","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYS","Malaysia","Pahang","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Uttaradit","admin1","Incidence Rate","Cases per Thousand",2016,0
"THA","Thailand","Uttaradit","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TZA","Tanzania","Kigoma","admin1","Incidence Rate","Cases per Thousand",2016,203.705305349506
"TZA","Tanzania","Kigoma","admin1","Mortality Rate","Deaths per 100 Thousand",2016,46.124399999999994
"VNM","Vietnam","Son La","admin1","Incidence Rate","Cases per Thousand",2016,0.000195488576317916
"VNM","Vietnam","Son La","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0000691
"KEN","Kenya","Lamu","admin1","Incidence Rate","Cases per Thousand",2016,33.4638280219567
"KEN","Kenya","Lamu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.11
"VEN","Venezuela","La Guaira","admin1","Incidence Rate","Cases per Thousand",2016,0.00217296018307117
"VEN","Venezuela","La Guaira","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000663
"SLV","El Salvador","Cabanas","admin1","Incidence Rate","Cases per Thousand",2016,0
"SLV","El Salvador","Cabanas","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KEN","Kenya","Busia","admin1","Incidence Rate","Cases per Thousand",2016,307.070988925781
"KEN","Kenya","Busia","admin1","Mortality Rate","Deaths per 100 Thousand",2016,39.0424
"KEN","Kenya","Isiolo","admin1","Incidence Rate","Cases per Thousand",2016,41.3496976923167
"KEN","Kenya","Isiolo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,7.66
"PRY","Paraguay","Alto Paraguay","admin1","Incidence Rate","Cases per Thousand",2016,0
"PRY","Paraguay","Alto Paraguay","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KOR","South Korea","Jeju","admin1","Incidence Rate","Cases per Thousand",2016,0
"KOR","South Korea","Jeju","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KGZ","Kyrgyzstan","Jalal-Abad","admin1","Incidence Rate","Cases per Thousand",2016,0
"KGZ","Kyrgyzstan","Jalal-Abad","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Khon Kaen","admin1","Incidence Rate","Cases per Thousand",2016,0.0005646436809930381
"THA","Thailand","Khon Kaen","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0000705
"AGO","Angola","Moxico","admin1","Incidence Rate","Cases per Thousand",2016,345.92288382423396
"AGO","Angola","Moxico","admin1","Mortality Rate","Deaths per 100 Thousand",2016,39.7733
"MEX","Mexico","Guanajuato","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Guanajuato","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IDN","Indonesia","Kalimantan Selatan","admin1","Incidence Rate","Cases per Thousand",2016,4.40477291041207
"IDN","Indonesia","Kalimantan Selatan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.09
"TUR","Turkey","Aydin","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Aydin","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KHM","Cambodia","Kep","admin1","Incidence Rate","Cases per Thousand",2016,0
"KHM","Cambodia","Kep","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"LAO","Laos","Louangphabang","admin1","Incidence Rate","Cases per Thousand",2016,0.211378733390745
"LAO","Laos","Louangphabang","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.04869999999999999
"ARG","Argentina","Chaco","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","Chaco","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NGA","Nigeria","Anambra","admin1","Incidence Rate","Cases per Thousand",2016,123.34728166853499
"NGA","Nigeria","Anambra","admin1","Mortality Rate","Deaths per 100 Thousand",2016,72.3745
"KGZ","Kyrgyzstan","Biskek","admin1","Incidence Rate","Cases per Thousand",2016,0
"KGZ","Kyrgyzstan","Biskek","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MOZ","Mozambique","Cabo Delgado","admin1","Incidence Rate","Cases per Thousand",2016,368.349816954627
"MOZ","Mozambique","Cabo Delgado","admin1","Mortality Rate","Deaths per 100 Thousand",2016,96.47409999999999
"KEN","Kenya","Tana River","admin1","Incidence Rate","Cases per Thousand",2016,38.4915370473665
"KEN","Kenya","Tana River","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.25
"MRT","Mauritania","Hodh Ech Chargi","admin1","Incidence Rate","Cases per Thousand",2016,306.68844857536
"MRT","Mauritania","Hodh Ech Chargi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,82.9523
"THA","Thailand","Yala","admin1","Incidence Rate","Cases per Thousand",2016,1.27704640719841
"THA","Thailand","Yala","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.148
"IRN","Iran","Yazd","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","Yazd","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SWZ","Eswatini","Hhohho","admin1","Incidence Rate","Cases per Thousand",2016,0.646068099836908
"SWZ","Eswatini","Hhohho","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.19599999999999998
"PAN","Panama","Comarca Kuna Yala","admin1","Incidence Rate","Cases per Thousand",2016,0.063738899294005
"PAN","Panama","Comarca Kuna Yala","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.015
"GTM","Guatemala","Zacapa","admin1","Incidence Rate","Cases per Thousand",2016,0.00000147606146144159
"GTM","Guatemala","Zacapa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,6.6e-7
"GNB","Guinea-Bissau","Quinara","admin1","Incidence Rate","Cases per Thousand",2016,107.820202711676
"GNB","Guinea-Bissau","Quinara","admin1","Mortality Rate","Deaths per 100 Thousand",2016,29.6154
"GUY","Guyana","Potaro/Siparuni (Region n8)","admin1","Incidence Rate","Cases per Thousand",2016,118.048737413274
"GUY","Guyana","Potaro/Siparuni (Region n8)","admin1","Mortality Rate","Deaths per 100 Thousand",2016,38.6668
"MYT","Mayotte","Mtsamboro","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYT","Mayotte","Mtsamboro","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"COL","Colombia","Norte De Santander","admin1","Incidence Rate","Cases per Thousand",2016,0.0440662341601892
"COL","Colombia","Norte De Santander","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0123
"ETH","Ethiopia","SNNP","admin1","Incidence Rate","Cases per Thousand",2016,71.1523452727207
"ETH","Ethiopia","SNNP","admin1","Mortality Rate","Deaths per 100 Thousand",2016,6.779999999999999
"SAU","Saudi Arabia","Ash Sharqiyah","admin1","Incidence Rate","Cases per Thousand",2016,0.012102247150855
"SAU","Saudi Arabia","Ash Sharqiyah","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00588
"CAF","Central African Republic","Ouham Pende","admin1","Incidence Rate","Cases per Thousand",2016,287.9721289383
"CAF","Central African Republic","Ouham Pende","admin1","Mortality Rate","Deaths per 100 Thousand",2016,65.2515
"SEN","Senegal","Kaolack","admin1","Incidence Rate","Cases per Thousand",2016,49.5491139732405
"SEN","Senegal","Kaolack","admin1","Mortality Rate","Deaths per 100 Thousand",2016,21.923299999999998
"MYT","Mayotte","Chirongui","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYT","Mayotte","Chirongui","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IDN","Indonesia","Papua Barat","admin1","Incidence Rate","Cases per Thousand",2016,42.8448792237014
"IDN","Indonesia","Papua Barat","admin1","Mortality Rate","Deaths per 100 Thousand",2016,19.246000000000002
"VEN","Venezuela","Zulia","admin1","Incidence Rate","Cases per Thousand",2016,0.842505511123773
"VEN","Venezuela","Zulia","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.322
"BOL","Bolivia","Cochabamba","admin1","Incidence Rate","Cases per Thousand",2016,0.000448908248285964
"BOL","Bolivia","Cochabamba","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000242
"BOL","Bolivia","Santa Cruz","admin1","Incidence Rate","Cases per Thousand",2016,0.00110098453247682
"BOL","Bolivia","Santa Cruz","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000634
"LAO","Laos","Houaphan","admin1","Incidence Rate","Cases per Thousand",2016,0.0158330932632762
"LAO","Laos","Houaphan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00323
"GNB","Guinea-Bissau","Bolama","admin1","Incidence Rate","Cases per Thousand",2016,79.880583056058
"GNB","Guinea-Bissau","Bolama","admin1","Mortality Rate","Deaths per 100 Thousand",2016,23.3973
"IND","India","Himachal Pradesh","admin1","Incidence Rate","Cases per Thousand",2016,0.0065840495332145105
"IND","India","Himachal Pradesh","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00517
"IRN","Iran","Hamedan","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","Hamedan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Samut Songkhram","admin1","Incidence Rate","Cases per Thousand",2016,0.0504225822880221
"THA","Thailand","Samut Songkhram","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00585
"ZAF","South Africa","Gauteng","admin1","Incidence Rate","Cases per Thousand",2016,0.00118652492240054
"ZAF","South Africa","Gauteng","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000145
"IND","India","Arunachal Pradesh","admin1","Incidence Rate","Cases per Thousand",2016,5.14439943090122
"IND","India","Arunachal Pradesh","admin1","Mortality Rate","Deaths per 100 Thousand",2016,2.52
"TUR","Turkey","Bitlis","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Bitlis","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GUY","Guyana","East Berbice/Corentyne (Region n6)","admin1","Incidence Rate","Cases per Thousand",2016,7.21205468232578
"GUY","Guyana","East Berbice/Corentyne (Region n6)","admin1","Mortality Rate","Deaths per 100 Thousand",2016,2.56
"CPV","Cape Verde","Ribeira Grande","admin1","Incidence Rate","Cases per Thousand",2016,0
"CPV","Cape Verde","Ribeira Grande","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BRA","Brazil","Rio Grande do Norte","admin1","Incidence Rate","Cases per Thousand",2016,0.000742212949213125
"BRA","Brazil","Rio Grande do Norte","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000286
"MMR","Myanmar","Kayah","admin1","Incidence Rate","Cases per Thousand",2016,0.328882351729358
"MMR","Myanmar","Kayah","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.178
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Incidence Rate","Cases per Thousand",2016,269.57277778614
"TCD","Chad","Mayo-Kebbi Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2016,86.2309
"MAR","Morocco","Meknes - Tafilalet","admin1","Incidence Rate","Cases per Thousand",2016,0
"MAR","Morocco","Meknes - Tafilalet","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IRN","Iran","West Azarbaijan","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","West Azarbaijan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MEX","Mexico","Sonora","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Sonora","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"DZA","Algeria","Tissemsilt","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Tissemsilt","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PRK","North Korea","Hwanghae-bukto","admin1","Incidence Rate","Cases per Thousand",2016,0
"PRK","North Korea","Hwanghae-bukto","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ZMB","Zambia","Copperbelt","admin1","Incidence Rate","Cases per Thousand",2016,245.766260742413
"ZMB","Zambia","Copperbelt","admin1","Mortality Rate","Deaths per 100 Thousand",2016,23.222800000000003
"VNM","Vietnam","Binh Thuan","admin1","Incidence Rate","Cases per Thousand",2016,0.322667674496227
"VNM","Vietnam","Binh Thuan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.135
"CAF","Central African Republic","Vakaga","admin1","Incidence Rate","Cases per Thousand",2016,237.12291841334198
"CAF","Central African Republic","Vakaga","admin1","Mortality Rate","Deaths per 100 Thousand",2016,76.2031
"BGD","Bangladesh","Dhaka","admin1","Incidence Rate","Cases per Thousand",2016,0
"BGD","Bangladesh","Dhaka","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PHL","Philippines","Dinagat Islands","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Dinagat Islands","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NER","Niger","Diffa","admin1","Incidence Rate","Cases per Thousand",2016,231.82721206405
"NER","Niger","Diffa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,120.57509999999999
"THA","Thailand","Udon Thani","admin1","Incidence Rate","Cases per Thousand",2016,0.0005279275058230911
"THA","Thailand","Udon Thani","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00004660000000000001
"COL","Colombia","Meta","admin1","Incidence Rate","Cases per Thousand",2016,0.325226779218226
"COL","Colombia","Meta","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0989
"ECU","Ecuador","Napo","admin1","Incidence Rate","Cases per Thousand",2016,0
"ECU","Ecuador","Napo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GTM","Guatemala","Retalhuleu","admin1","Incidence Rate","Cases per Thousand",2016,0.000598008746495763
"GTM","Guatemala","Retalhuleu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000252
"THA","Thailand","Phitsanulok","admin1","Incidence Rate","Cases per Thousand",2016,0.00100584951071478
"THA","Thailand","Phitsanulok","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00013000000000000002
"BTN","Bhutan","Paro","admin1","Incidence Rate","Cases per Thousand",2016,0
"BTN","Bhutan","Paro","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ARM","Armenia","Vayots Dzor","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARM","Armenia","Vayots Dzor","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CAF","Central African Republic","Ombella M'Poko","admin1","Incidence Rate","Cases per Thousand",2016,390.701988639587
"CAF","Central African Republic","Ombella M'Poko","admin1","Mortality Rate","Deaths per 100 Thousand",2016,139.60739999999998
"SLV","El Salvador","La Union","admin1","Incidence Rate","Cases per Thousand",2016,0
"SLV","El Salvador","La Union","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PHL","Philippines","Tarlac","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Tarlac","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"COM","Comoros","Moheli","admin1","Incidence Rate","Cases per Thousand",2016,5.14013942331076
"COM","Comoros","Moheli","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.9400000000000002
"NIC","Nicaragua","Rio San Juan","admin1","Incidence Rate","Cases per Thousand",2016,0.008355748343397812
"NIC","Nicaragua","Rio San Juan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00154
"MMR","Myanmar","Kayin","admin1","Incidence Rate","Cases per Thousand",2016,3.01889348542535
"MMR","Myanmar","Kayin","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.33
"KHM","Cambodia","Prey Veng","admin1","Incidence Rate","Cases per Thousand",2016,0.18071277291767202
"KHM","Cambodia","Prey Veng","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0461
"OMN","Oman","Al Batinah South","admin1","Incidence Rate","Cases per Thousand",2016,0.00000614833309776799
"OMN","Oman","Al Batinah South","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.65e-7
"TZA","Tanzania","Kagera","admin1","Incidence Rate","Cases per Thousand",2016,197.48462657059
"TZA","Tanzania","Kagera","admin1","Mortality Rate","Deaths per 100 Thousand",2016,49.507200000000005
"ARG","Argentina","Santa Fe","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","Santa Fe","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ETH","Ethiopia","Tigray","admin1","Incidence Rate","Cases per Thousand",2016,50.912041401922906
"ETH","Ethiopia","Tigray","admin1","Mortality Rate","Deaths per 100 Thousand",2016,2.02
"HTI","Haiti","Sud-Est","admin1","Incidence Rate","Cases per Thousand",2016,1.5040621899746
"HTI","Haiti","Sud-Est","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.17
"TZA","Tanzania","Rukwa","admin1","Incidence Rate","Cases per Thousand",2016,104.301285263942
"TZA","Tanzania","Rukwa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,15.2346
"PHL","Philippines","Palawan","admin1","Incidence Rate","Cases per Thousand",2016,12.4808959931197
"PHL","Philippines","Palawan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.34
"SOM","Somalia","Sanaag","admin1","Incidence Rate","Cases per Thousand",2016,46.6406203974641
"SOM","Somalia","Sanaag","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.2299999999999995
"SSD","South Sudan","Western Bahr el Ghazal","admin1","Incidence Rate","Cases per Thousand",2016,231.753057022933
"SSD","South Sudan","Western Bahr el Ghazal","admin1","Mortality Rate","Deaths per 100 Thousand",2016,53.0374
"THA","Thailand","Nong Bua Lam Phu","admin1","Incidence Rate","Cases per Thousand",2016,0
"THA","Thailand","Nong Bua Lam Phu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"AFG","Afghanistan","Parwan","admin1","Incidence Rate","Cases per Thousand",2016,7.0570976095572595
"AFG","Afghanistan","Parwan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,10.8359
"NGA","Nigeria","Delta","admin1","Incidence Rate","Cases per Thousand",2016,199.54605352267802
"NGA","Nigeria","Delta","admin1","Mortality Rate","Deaths per 100 Thousand",2016,83.6288
"ZAF","South Africa","Mpumalanga","admin1","Incidence Rate","Cases per Thousand",2016,1.65153475523011
"ZAF","South Africa","Mpumalanga","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.289
"KEN","Kenya","Nyamira","admin1","Incidence Rate","Cases per Thousand",2016,30.9246984178593
"KEN","Kenya","Nyamira","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.6499999999999995
"DZA","Algeria","Mostaganem","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Mostaganem","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TUR","Turkey","Ardahan","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Ardahan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CPV","Cape Verde","Porto Novo","admin1","Incidence Rate","Cases per Thousand",2016,0
"CPV","Cape Verde","Porto Novo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ARG","Argentina","Jujuy","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","Jujuy","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CRI","Costa Rica","Guanacaste","admin1","Incidence Rate","Cases per Thousand",2016,0
"CRI","Costa Rica","Guanacaste","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Prachuap Khiri Khan","admin1","Incidence Rate","Cases per Thousand",2016,0.143260788645767
"THA","Thailand","Prachuap Khiri Khan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0171
"PHL","Philippines","Metropolitan Manila","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Metropolitan Manila","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IDN","Indonesia","Gorontalo","admin1","Incidence Rate","Cases per Thousand",2016,1.06987690470108
"IDN","Indonesia","Gorontalo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.359
"SEN","Senegal","Thies","admin1","Incidence Rate","Cases per Thousand",2016,56.3094733543142
"SEN","Senegal","Thies","admin1","Mortality Rate","Deaths per 100 Thousand",2016,25.0308
"SOM","Somalia","Woqooyi Galbeed","admin1","Incidence Rate","Cases per Thousand",2016,36.220733913866205
"SOM","Somalia","Woqooyi Galbeed","admin1","Mortality Rate","Deaths per 100 Thousand",2016,14.694799999999999
"DZA","Algeria","Naama","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Naama","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GTM","Guatemala","Totonicapan","admin1","Incidence Rate","Cases per Thousand",2016,0
"GTM","Guatemala","Totonicapan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NIC","Nicaragua","Carazo","admin1","Incidence Rate","Cases per Thousand",2016,0
"NIC","Nicaragua","Carazo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KHM","Cambodia","Takeo","admin1","Incidence Rate","Cases per Thousand",2016,0.18489630380148
"KHM","Cambodia","Takeo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0526
"SSD","South Sudan","Unity","admin1","Incidence Rate","Cases per Thousand",2016,149.64496445037102
"SSD","South Sudan","Unity","admin1","Mortality Rate","Deaths per 100 Thousand",2016,50.3422
"NGA","Nigeria","Oyo","admin1","Incidence Rate","Cases per Thousand",2016,284.94329207135
"NGA","Nigeria","Oyo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,109.3506
"BOL","Bolivia","Oruro","admin1","Incidence Rate","Cases per Thousand",2016,0
"BOL","Bolivia","Oruro","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MEX","Mexico","Chiapas","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Chiapas","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BOL","Bolivia","Beni","admin1","Incidence Rate","Cases per Thousand",2016,0.0215373369353439
"BOL","Bolivia","Beni","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.011899999999999999
