ISO3,National Unit,Name,Admin Level,Metric,Units,Year,Value
"IRQ","Iraq","Babil","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MRT","Mauritania","Tagant","admin1","Incidence Rate","Cases per Thousand",2016,209.534560947963
"MRT","Mauritania","Tagant","admin1","Mortality Rate","Deaths per 100 Thousand",2016,55.3749
"KGZ","Kyrgyzstan","Osh City","admin1","Incidence Rate","Cases per Thousand",2016,0
"KGZ","Kyrgyzstan","Osh City","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MMR","Myanmar","Mandalay","admin1","Incidence Rate","Cases per Thousand",2016,0.5019505274237199
"MMR","Myanmar","Mandalay","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.315
"PAN","Panama","Comarca Embera","admin1","Incidence Rate","Cases per Thousand",2016,0.150606679907764
"PAN","Panama","Comarca Embera","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.036899999999999995
"THA","Thailand","Surat Thani","admin1","Incidence Rate","Cases per Thousand",2016,0.109061441416413
"THA","Thailand","Surat Thani","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0114
"CHN","China","Henan","admin1","Incidence Rate","Cases per Thousand",2016,0
"CHN","China","Henan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GIN","Guinea","Kindia","admin1","Incidence Rate","Cases per Thousand",2016,405.737825046863
"GIN","Guinea","Kindia","admin1","Mortality Rate","Deaths per 100 Thousand",2016,103.04489999999998
"MOZ","Mozambique","Nampula","admin1","Incidence Rate","Cases per Thousand",2016,488.098288443319
"MOZ","Mozambique","Nampula","admin1","Mortality Rate","Deaths per 100 Thousand",2016,84.0174
"GHA","Ghana","Eastern","admin1","Incidence Rate","Cases per Thousand",2016,278.585757572068
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2016,98.7017
"TLS","Timor-Leste","Manatuto","admin1","Incidence Rate","Cases per Thousand",2016,0
"TLS","Timor-Leste","Manatuto","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NGA","Nigeria","Ekiti","admin1","Incidence Rate","Cases per Thousand",2016,300.557176829068
"NGA","Nigeria","Ekiti","admin1","Mortality Rate","Deaths per 100 Thousand",2016,122.2585
"TGO","Togo","Savanes","admin1","Incidence Rate","Cases per Thousand",2016,342.286891072194
"TGO","Togo","Savanes","admin1","Mortality Rate","Deaths per 100 Thousand",2016,182.3784
"HTI","Haiti","Sud","admin1","Incidence Rate","Cases per Thousand",2016,4.734088620732019
"HTI","Haiti","Sud","admin1","Mortality Rate","Deaths per 100 Thousand",2016,3.71
"LAO","Laos","Xaignabouly","admin1","Incidence Rate","Cases per Thousand",2016,0.0722754654515964
"LAO","Laos","Xaignabouly","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0173
"DZA","Algeria","Oran","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Oran","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KEN","Kenya","Baringo","admin1","Incidence Rate","Cases per Thousand",2016,27.875026172339503
"KEN","Kenya","Baringo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.8
"NAM","Namibia","Omaheke","admin1","Incidence Rate","Cases per Thousand",2016,23.567411069339
"NAM","Namibia","Omaheke","admin1","Mortality Rate","Deaths per 100 Thousand",2016,2.07
"UZB","Uzbekistan","Karakalpakstan","admin1","Incidence Rate","Cases per Thousand",2016,0
"UZB","Uzbekistan","Karakalpakstan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TUR","Turkey","Adiyaman","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Adiyaman","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KHM","Cambodia","Pursat","admin1","Incidence Rate","Cases per Thousand",2016,17.3827875595557
"KHM","Cambodia","Pursat","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.11
"KHM","Cambodia","Siemreap","admin1","Incidence Rate","Cases per Thousand",2016,10.912512849732899
"KHM","Cambodia","Siemreap","admin1","Mortality Rate","Deaths per 100 Thousand",2016,3.43
"UZB","Uzbekistan","Andijan","admin1","Incidence Rate","Cases per Thousand",2016,0
"UZB","Uzbekistan","Andijan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SOM","Somalia","Shabelle Dhexe","admin1","Incidence Rate","Cases per Thousand",2016,46.806999362067195
"SOM","Somalia","Shabelle Dhexe","admin1","Mortality Rate","Deaths per 100 Thousand",2016,12.020199999999999
"DZA","Algeria","Relizane","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Relizane","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ZWE","Zimbabwe","Manicaland","admin1","Incidence Rate","Cases per Thousand",2016,114.231571517006
"ZWE","Zimbabwe","Manicaland","admin1","Mortality Rate","Deaths per 100 Thousand",2016,29.676399999999997
"VNM","Vietnam","TP. Hai Phon","admin1","Incidence Rate","Cases per Thousand",2016,0.00023631460287112498
"VNM","Vietnam","TP. Hai Phon","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000092
"TUR","Turkey","Hakkari","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Hakkari","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CIV","Côte d'Ivoire","Yamoussoukro","admin1","Incidence Rate","Cases per Thousand",2016,204.821554547273
"CIV","Côte d'Ivoire","Yamoussoukro","admin1","Mortality Rate","Deaths per 100 Thousand",2016,73.1339
"TLS","Timor-Leste","Baucau","admin1","Incidence Rate","Cases per Thousand",2016,0
"TLS","Timor-Leste","Baucau","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IRN","Iran","Chaharmahal and Bakhtiari","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","Chaharmahal and Bakhtiari","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TUR","Turkey","Ordu","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Ordu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PAK","Pakistan","Azad Kashmir","admin1","Incidence Rate","Cases per Thousand",2016,0.13919684547886202
"PAK","Pakistan","Azad Kashmir","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.047999999999999994
"BDI","Burundi","Kayanza","admin1","Incidence Rate","Cases per Thousand",2016,192.108124154148
"BDI","Burundi","Kayanza","admin1","Mortality Rate","Deaths per 100 Thousand",2016,83.8411
"MLI","Mali","Kayes","admin1","Incidence Rate","Cases per Thousand",2016,234.331054060604
"MLI","Mali","Kayes","admin1","Mortality Rate","Deaths per 100 Thousand",2016,124.4472
"BGD","Bangladesh","Rangpur","admin1","Incidence Rate","Cases per Thousand",2016,0.0075246496183946805
"BGD","Bangladesh","Rangpur","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0141
"PAK","Pakistan","Balochistan","admin1","Incidence Rate","Cases per Thousand",2016,10.6288482202763
"PAK","Pakistan","Balochistan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,8.9
"THA","Thailand","Amnat Charoen","admin1","Incidence Rate","Cases per Thousand",2016,0
"THA","Thailand","Amnat Charoen","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ECU","Ecuador","Imbabura","admin1","Incidence Rate","Cases per Thousand",2016,0.0032734028108631903
"ECU","Ecuador","Imbabura","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00135
"BGD","Bangladesh","Khulna","admin1","Incidence Rate","Cases per Thousand",2016,0
"BGD","Bangladesh","Khulna","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Uthai Thani","admin1","Incidence Rate","Cases per Thousand",2016,0.0189752551653978
"THA","Thailand","Uthai Thani","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0024100000000000002
"DZA","Algeria","Alger","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Alger","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"DZA","Algeria","Saida","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Saida","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TLS","Timor-Leste","Aileu","admin1","Incidence Rate","Cases per Thousand",2016,0
"TLS","Timor-Leste","Aileu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Phayao","admin1","Incidence Rate","Cases per Thousand",2016,0.000224056357837824
"THA","Thailand","Phayao","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000025
"TGO","Togo","Kara","admin1","Incidence Rate","Cases per Thousand",2016,316.32628276791803
"TGO","Togo","Kara","admin1","Mortality Rate","Deaths per 100 Thousand",2016,82.8493
"COL","Colombia","Putumayo","admin1","Incidence Rate","Cases per Thousand",2016,0.147159122176145
"COL","Colombia","Putumayo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0438
"AFG","Afghanistan","Hilmand","admin1","Incidence Rate","Cases per Thousand",2016,4.42939973129345
"AFG","Afghanistan","Hilmand","admin1","Mortality Rate","Deaths per 100 Thousand",2016,6.779999999999999
"MYT","Mayotte","Acoua","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYT","Mayotte","Acoua","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"AFG","Afghanistan","Ghazni","admin1","Incidence Rate","Cases per Thousand",2016,3.78510334753883
"AFG","Afghanistan","Ghazni","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.54
"TUR","Turkey","Istanbul","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Istanbul","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PHL","Philippines","Quezon","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Quezon","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SUR","Suriname","Sipaliwini","admin1","Incidence Rate","Cases per Thousand",2016,0.238352589609528
"SUR","Suriname","Sipaliwini","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.314
"CPV","Cape Verde","Paul","admin1","Incidence Rate","Cases per Thousand",2016,0
"CPV","Cape Verde","Paul","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BWA","Botswana","Southern","admin1","Incidence Rate","Cases per Thousand",2016,0
"BWA","Botswana","Southern","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"HTI","Haiti","Nord Ouest","admin1","Incidence Rate","Cases per Thousand",2016,2.48028404723059
"HTI","Haiti","Nord Ouest","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.86
"GTM","Guatemala","Quiche","admin1","Incidence Rate","Cases per Thousand",2016,0.0000054819252621296404
"GTM","Guatemala","Quiche","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.00000268
"COG","Congo","Point-Noire","admin1","Incidence Rate","Cases per Thousand",2016,202.6140734324
"COG","Congo","Point-Noire","admin1","Mortality Rate","Deaths per 100 Thousand",2016,32.7108
"MYS","Malaysia","Putrajaya","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYS","Malaysia","Putrajaya","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TGO","Togo","Centrale","admin1","Incidence Rate","Cases per Thousand",2016,328.644073019936
"TGO","Togo","Centrale","admin1","Mortality Rate","Deaths per 100 Thousand",2016,79.1959
"PHL","Philippines","Apayao","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Apayao","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MYS","Malaysia","Johor","admin1","Incidence Rate","Cases per Thousand",2016,0.010330354705377898
"MYS","Malaysia","Johor","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0000658
"SSD","South Sudan","Eastern Equatoria","admin1","Incidence Rate","Cases per Thousand",2016,388.1220573906
"SSD","South Sudan","Eastern Equatoria","admin1","Mortality Rate","Deaths per 100 Thousand",2016,108.75290000000001
"AFG","Afghanistan","Uruzgan","admin1","Incidence Rate","Cases per Thousand",2016,0.739900094763702
"AFG","Afghanistan","Uruzgan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.14
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2016,300.11864469497004
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2016,72.3712
"DZA","Algeria","Bouira","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Bouira","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IRQ","Iraq","Missan","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRQ","Iraq","Missan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Pattani","admin1","Incidence Rate","Cases per Thousand",2016,0.101351703853611
"THA","Thailand","Pattani","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0122
"IND","India","Puducherry","admin1","Incidence Rate","Cases per Thousand",2016,0.589231315505094
"IND","India","Puducherry","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.626
"VNM","Vietnam","Binh Duong","admin1","Incidence Rate","Cases per Thousand",2016,0.0427384275172056
"VNM","Vietnam","Binh Duong","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.018199999999999997
"KGZ","Kyrgyzstan","Ysyk-Kol","admin1","Incidence Rate","Cases per Thousand",2016,0
"KGZ","Kyrgyzstan","Ysyk-Kol","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CMR","Cameroon","Est","admin1","Incidence Rate","Cases per Thousand",2016,362.420526202661
"CMR","Cameroon","Est","admin1","Mortality Rate","Deaths per 100 Thousand",2016,142.085
"SDN","Sudan","North Kordofan","admin1","Incidence Rate","Cases per Thousand",2016,45.4855226286618
"SDN","Sudan","North Kordofan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,8.07
"MEX","Mexico","Guerrero","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Guerrero","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"NGA","Nigeria","Yobe","admin1","Incidence Rate","Cases per Thousand",2016,309.116614601559
"NGA","Nigeria","Yobe","admin1","Mortality Rate","Deaths per 100 Thousand",2016,69.8816
"HND","Honduras","Intibuca","admin1","Incidence Rate","Cases per Thousand",2016,0
"HND","Honduras","Intibuca","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ARG","Argentina","Salta","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","Salta","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KOR","South Korea","Gangwon-do","admin1","Incidence Rate","Cases per Thousand",2016,0
"KOR","South Korea","Gangwon-do","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CIV","Côte d'Ivoire","Denguele","admin1","Incidence Rate","Cases per Thousand",2016,220.822233342547
"CIV","Côte d'Ivoire","Denguele","admin1","Mortality Rate","Deaths per 100 Thousand",2016,61.1586
"CHN","China","Anhui","admin1","Incidence Rate","Cases per Thousand",2016,0
"CHN","China","Anhui","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"AFG","Afghanistan","Paktika","admin1","Incidence Rate","Cases per Thousand",2016,1.01851391301632
"AFG","Afghanistan","Paktika","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.48
"HND","Honduras","Copan","admin1","Incidence Rate","Cases per Thousand",2016,0
"HND","Honduras","Copan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BOL","Bolivia","Tarija","admin1","Incidence Rate","Cases per Thousand",2016,0.000268143535016914
"BOL","Bolivia","Tarija","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000154
"IRQ","Iraq","Qadissiya","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRQ","Iraq","Qadissiya","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SOM","Somalia","Banadir","admin1","Incidence Rate","Cases per Thousand",2016,42.8982814934094
"SOM","Somalia","Banadir","admin1","Mortality Rate","Deaths per 100 Thousand",2016,16.5927
"AGO","Angola","Malanje","admin1","Incidence Rate","Cases per Thousand",2016,301.13669792277096
"AGO","Angola","Malanje","admin1","Mortality Rate","Deaths per 100 Thousand",2016,61.05499999999999
"KOR","South Korea","Gwangju","admin1","Incidence Rate","Cases per Thousand",2016,0
"KOR","South Korea","Gwangju","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PHL","Philippines","Davao del Norte","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Davao del Norte","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2016,245.094634131954
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2016,85.00880000000001
"PHL","Philippines","Pangasinan","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Pangasinan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SLV","El Salvador","Santa Ana","admin1","Incidence Rate","Cases per Thousand",2016,0
"SLV","El Salvador","Santa Ana","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CHN","China","Liaoning","admin1","Incidence Rate","Cases per Thousand",2016,0
"CHN","China","Liaoning","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IRN","Iran","Tehran","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","Tehran","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"MEX","Mexico","Coahuila de Zaragoza","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Coahuila de Zaragoza","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"SAU","Saudi Arabia","Ha'il","admin1","Incidence Rate","Cases per Thousand",2016,0.00115743070526563
"SAU","Saudi Arabia","Ha'il","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000543
"PHL","Philippines","Lanao del Norte","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Lanao del Norte","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"TZA","Tanzania","Dar-es-salaam","admin1","Incidence Rate","Cases per Thousand",2016,109.315029883693
"TZA","Tanzania","Dar-es-salaam","admin1","Mortality Rate","Deaths per 100 Thousand",2016,20.6205
"THA","Thailand","Kanchanaburi","admin1","Incidence Rate","Cases per Thousand",2016,0.187395550921373
"THA","Thailand","Kanchanaburi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0218
"TZA","Tanzania","Simiyu","admin1","Incidence Rate","Cases per Thousand",2016,125.80215312366899
"TZA","Tanzania","Simiyu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,22.810100000000002
"TUR","Turkey","Canakkale","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Canakkale","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Pathum Thani","admin1","Incidence Rate","Cases per Thousand",2016,0.00025658247945931404
"THA","Thailand","Pathum Thani","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000030299999999999998
"ARM","Armenia","Aragatsotn","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARM","Armenia","Aragatsotn","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IND","India","Haryana","admin1","Incidence Rate","Cases per Thousand",2016,0.06728405640603771
"IND","India","Haryana","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.083
"SUR","Suriname","Coronie","admin1","Incidence Rate","Cases per Thousand",2016,0.0383548911443185
"SUR","Suriname","Coronie","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0525
"HND","Honduras","Gracias a Dios","admin1","Incidence Rate","Cases per Thousand",2016,18.924191287347202
"HND","Honduras","Gracias a Dios","admin1","Mortality Rate","Deaths per 100 Thousand",2016,3.18
"MEX","Mexico","Baja California Sur","admin1","Incidence Rate","Cases per Thousand",2016,0
"MEX","Mexico","Baja California Sur","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"PHL","Philippines","Pampanga","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","Pampanga","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CPV","Cape Verde","Ribeira Brava","admin1","Incidence Rate","Cases per Thousand",2016,0.250057061704464
"CPV","Cape Verde","Ribeira Brava","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0575
"DZA","Algeria","Skikda","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Skikda","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"DZA","Algeria","Mila","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Mila","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IND","India","Manipur","admin1","Incidence Rate","Cases per Thousand",2016,0.423320642082529
"IND","India","Manipur","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.297
"DZA","Algeria","Biskra","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","Biskra","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Nakhon Nayok","admin1","Incidence Rate","Cases per Thousand",2016,0
"THA","Thailand","Nakhon Nayok","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KEN","Kenya","Kericho","admin1","Incidence Rate","Cases per Thousand",2016,21.6559581325163
"KEN","Kenya","Kericho","admin1","Mortality Rate","Deaths per 100 Thousand",2016,5.75
"BWA","Botswana","North West","admin1","Incidence Rate","Cases per Thousand",2016,4.30395824738165
"BWA","Botswana","North West","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.488
"TUR","Turkey","Hatay","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Hatay","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"VUT","Vanuatu","Tafea","admin1","Incidence Rate","Cases per Thousand",2016,0
"VUT","Vanuatu","Tafea","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"GUY","Guyana","Pomeroon/Supenaam (Region n2)","admin1","Incidence Rate","Cases per Thousand",2016,34.185125597791
"GUY","Guyana","Pomeroon/Supenaam (Region n2)","admin1","Mortality Rate","Deaths per 100 Thousand",2016,11.8481
"BDI","Burundi","Makamba","admin1","Incidence Rate","Cases per Thousand",2016,186.597127620568
"BDI","Burundi","Makamba","admin1","Mortality Rate","Deaths per 100 Thousand",2016,93.8246
"TUR","Turkey","Burdur","admin1","Incidence Rate","Cases per Thousand",2016,0
"TUR","Turkey","Burdur","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"ARG","Argentina","Chubut","admin1","Incidence Rate","Cases per Thousand",2016,0
"ARG","Argentina","Chubut","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"THA","Thailand","Bueng Kan","admin1","Incidence Rate","Cases per Thousand",2016,0
"THA","Thailand","Bueng Kan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"KEN","Kenya","Machakos","admin1","Incidence Rate","Cases per Thousand",2016,32.3979797867332
"KEN","Kenya","Machakos","admin1","Mortality Rate","Deaths per 100 Thousand",2016,9.33
"TZA","Tanzania","Tanga","admin1","Incidence Rate","Cases per Thousand",2016,123.729039956935
"TZA","Tanzania","Tanga","admin1","Mortality Rate","Deaths per 100 Thousand",2016,46.8011
"COL","Colombia","Arauca","admin1","Incidence Rate","Cases per Thousand",2016,0.0811966963699605
"COL","Colombia","Arauca","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0243
"PHL","Philippines","La Union","admin1","Incidence Rate","Cases per Thousand",2016,0
"PHL","Philippines","La Union","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"AFG","Afghanistan","Kapisa","admin1","Incidence Rate","Cases per Thousand",2016,5.06447292386331
"AFG","Afghanistan","Kapisa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,7.7700000000000005
"SDN","Sudan","Aj Jazirah","admin1","Incidence Rate","Cases per Thousand",2016,35.0552395611742
"SDN","Sudan","Aj Jazirah","admin1","Mortality Rate","Deaths per 100 Thousand",2016,7.880000000000001
"HND","Honduras","Colon","admin1","Incidence Rate","Cases per Thousand",2016,0.436428422661586
"HND","Honduras","Colon","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.07139999999999999
"DZA","Algeria","El Bayadh","admin1","Incidence Rate","Cases per Thousand",2016,0
"DZA","Algeria","El Bayadh","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"IDN","Indonesia","Kalimantan Tengah","admin1","Incidence Rate","Cases per Thousand",2016,1.06495708956375
"IDN","Indonesia","Kalimantan Tengah","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.306
"SUR","Suriname","Paramaribo","admin1","Incidence Rate","Cases per Thousand",2016,0.0000370491693713163
"SUR","Suriname","Paramaribo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0000628
"TCD","Chad","Borkou","admin1","Incidence Rate","Cases per Thousand",2016,10.4553801044525
"TCD","Chad","Borkou","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.68
"OMN","Oman","Musandam","admin1","Incidence Rate","Cases per Thousand",2016,0.0000874636000790753
"OMN","Oman","Musandam","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.000028100000000000002
"TKM","Turkmenistan","Chardzhou","admin1","Incidence Rate","Cases per Thousand",2016,0
"TKM","Turkmenistan","Chardzhou","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CHN","China","Yunnan","admin1","Incidence Rate","Cases per Thousand",2016,0
"CHN","China","Yunnan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"BDI","Burundi","Muramvya","admin1","Incidence Rate","Cases per Thousand",2016,118.96805396498
"BDI","Burundi","Muramvya","admin1","Mortality Rate","Deaths per 100 Thousand",2016,75.65910000000001
"VNM","Vietnam","Lam Dong","admin1","Incidence Rate","Cases per Thousand",2016,0.193113503940187
"VNM","Vietnam","Lam Dong","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.0826
"ZWE","Zimbabwe","Bulawayo","admin1","Incidence Rate","Cases per Thousand",2016,100.343268467876
"ZWE","Zimbabwe","Bulawayo","admin1","Mortality Rate","Deaths per 100 Thousand",2016,25.9532
"MYS","Malaysia","Trengganu","admin1","Incidence Rate","Cases per Thousand",2016,0
"MYS","Malaysia","Trengganu","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"AFG","Afghanistan","Logar","admin1","Incidence Rate","Cases per Thousand",2016,0.552060377232374
"AFG","Afghanistan","Logar","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.8290000000000001
"MMR","Myanmar","Tanintharyi","admin1","Incidence Rate","Cases per Thousand",2016,1.65338596712993
"MMR","Myanmar","Tanintharyi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,1.42
"KEN","Kenya","Kisii","admin1","Incidence Rate","Cases per Thousand",2016,45.6797228134999
"KEN","Kenya","Kisii","admin1","Mortality Rate","Deaths per 100 Thousand",2016,8.57
"NGA","Nigeria","Kebbi","admin1","Incidence Rate","Cases per Thousand",2016,598.2239778904151
"NGA","Nigeria","Kebbi","admin1","Mortality Rate","Deaths per 100 Thousand",2016,146.7097
"PAK","Pakistan","Khyber Pakhtunkhwa","admin1","Incidence Rate","Cases per Thousand",2016,4.51261123629376
"PAK","Pakistan","Khyber Pakhtunkhwa","admin1","Mortality Rate","Deaths per 100 Thousand",2016,4.18
"TCD","Chad","Tibesti","admin1","Incidence Rate","Cases per Thousand",2016,1.90245666547685
"TCD","Chad","Tibesti","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0.038
"IRN","Iran","Semnan","admin1","Incidence Rate","Cases per Thousand",2016,0
"IRN","Iran","Semnan","admin1","Mortality Rate","Deaths per 100 Thousand",2016,0
"CMR","Cameroon","Nord","admin1","Incidence Rate","Cases per Thousand",2016,270.684379116019
